From	Entry	Entry Name	Protein names	Gene Names	Reviewed
6716	P31213	S5A2_HUMAN	3-oxo-5-alpha-steroid 4-dehydrogenase 2 (EC 1.3.1.22) (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2) (Type II 5-alpha reductase)	SRD5A2	reviewed
51072	Q9Y316	MEMO1_HUMAN	Protein MEMO1 (C21orf19-like protein) (Hepatitis C virus NS5A-transactivated protein 7) (HCV NS5A-transactivated protein 7) (Mediator of ErbB2-driven cell motility 1) (Mediator of cell motility 1) (Memo-1)	MEMO1 C2orf4 MEMO NS5ATP7 CGI-27	reviewed
51072	A8K3Y8	A8K3Y8_HUMAN	Protein MEMO1 (Mediator of ErbB2-driven cell motility 1)		unreviewed
84661	Q9C005	DPY30_HUMAN	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	DPY30	reviewed
6683	Q9UBP0	SPAST_HUMAN	Spastin (EC 5.6.1.1) (Spastic paraplegia 4 protein)	SPAST ADPSP FSP2 KIAA1083 SPG4	reviewed
6683	A0A2R8Y4I8	A0A2R8Y4I8_HUMAN	Spastin (EC 5.6.1.1)	SPAST SPG4	unreviewed
6683	A0A2R8YFW8	A0A2R8YFW8_HUMAN	microtubule-severing ATPase (EC 5.6.1.1)	SPAST	unreviewed
6683	A0A2U3TZR0	A0A2U3TZR0_HUMAN	Spastin (EC 5.6.1.1)	SPAST SPG4	unreviewed
6683	E5KRP5	E5KRP5_HUMAN	Spastin (EC 5.6.1.1)	SPAST SPG4 hCG_23080	unreviewed
6683	E5KRP6	E5KRP6_HUMAN	Spastin (EC 5.6.1.1)	SPAST SPG4	unreviewed
55676	Q6NXT4	ZNT6_HUMAN	Zinc transporter 6 (ZnT-6) (Solute carrier family 30 member 6)	SLC30A6 ZNT6	reviewed
55676	B3KU87	B3KU87_HUMAN	Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_c (cDNA FLJ39353 fis, clone PEBLM2002432, highly similar to Homo sapiens solute carrier family 30 (zinc transporter), member 6 (SLC30A6), mRNA) (cDNA FLJ45816 fis, clone NT2RP7019682, highly similar to Homo sapiens solute carrier family 30 (zinc transporter), member 6 (SLC30A6), mRNA)	SLC30A6 hCG_23082	unreviewed
55676	B5MCR8	B5MCR8_HUMAN	Solute carrier family 30 (Zinc transporter), member 6, isoform CRA_b (Solute carrier family 30 member 6)	SLC30A6 hCG_23082	unreviewed
58484	Q9NPP4	NLRC4_HUMAN	NLR family CARD domain-containing protein 4 (CARD, LRR, and NACHT-containing protein) (CED-4-like protein Clan) (Caspase recruitment domain-containing protein 12) (Ice protease-activating factor) (Ipaf)	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215	reviewed
84272	Q9BSR8	YIPF4_HUMAN	Protein YIPF4 (YIP1 family member 4)	YIPF4 Nbla11189	reviewed
57448	Q9NR09	BIRC6_HUMAN	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON)	BIRC6 KIAA1289	reviewed
57448	A0A8V8TQB4	A0A8V8TQB4_HUMAN	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon)	BIRC6	unreviewed
57448	A0A8V8TR92	A0A8V8TR92_HUMAN	Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 (EC 2.3.2.24) (BIR repeat-containing ubiquitin-conjugating enzyme) (Baculoviral IAP repeat-containing protein 6) (Ubiquitin-conjugating BIR domain enzyme apollon)	BIRC6	unreviewed
55622	Q6P3X3	TTC27_HUMAN	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	TTC27	reviewed
55622	B4DRC7	B4DRC7_HUMAN	Tetratricopeptide repeat protein 27		unreviewed
4052	Q14766	LTBP1_HUMAN	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1)	LTBP1	reviewed
4052	B7ZLY3	B7ZLY3_HUMAN	LTBP1 protein	LTBP1	unreviewed
4052	E7EV71	E7EV71_HUMAN	Latent transforming growth factor beta binding protein 1	LTBP1	unreviewed
25780	Q8IV61	GRP3_HUMAN	Ras guanyl-releasing protein 3 (Calcium and DAG-regulated guanine nucleotide exchange factor III) (Guanine nucleotide exchange factor for Rap1)	RASGRP3 GRP3 KIAA0846	reviewed
25940	Q8NCA5	FA98A_HUMAN	Protein FAM98A	FAM98A	reviewed
25940	B4DT23	B4DT23_HUMAN	Family with sequence similarity 98 member A (cDNA FLJ52744, highly similar to Protein FAM98A)	FAM98A	unreviewed
25940	I6L9E8	I6L9E8_HUMAN	Family with sequence similarity 98, member A	FAM98A	unreviewed
51232	Q9NZV1	CRIM1_HUMAN	Cysteine-rich motor neuron 1 protein (CRIM-1) (Cysteine-rich repeat-containing protein S52) [Cleaved into: Processed cysteine-rich motor neuron 1 protein]	CRIM1 S52 UNQ1886/PRO4330	reviewed
9637	Q9UHY8	FEZ2_HUMAN	Fasciculation and elongation protein zeta-2 (Zygin II) (Zygin-2)	FEZ2	reviewed
5212	Q6UXI7	VITRN_HUMAN	Vitrin	VIT UNQ647/PRO1277	reviewed
5212	C9J6F5	C9J6F5_HUMAN	Vitrin	VIT	unreviewed
6801	O43815	STRN_HUMAN	Striatin	STRN	reviewed
54497	Q9P2D3	HTR5B_HUMAN	HEAT repeat-containing protein 5B	HEATR5B KIAA1414 p200 p200a	reviewed
253635	Q8N954	GPT11_HUMAN	G patch domain-containing protein 11 (Coiled-coil domain-containing protein 75)	GPATCH11 CCDC75 CENP-Y	reviewed
253635	A0A6I8PRS5	A0A6I8PRS5_HUMAN	G patch domain-containing protein 11 (Coiled-coil domain-containing protein 75)	GPATCH11	unreviewed
5610	P19525	E2AK2_HUMAN	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	EIF2AK2 PKR PRKR	reviewed
5610	A0A7P0Z4M0	A0A7P0Z4M0_HUMAN	Eukaryotic translation initiation factor 2 alpha kinase 2	EIF2AK2	unreviewed
5610	Q8IW76	Q8IW76_HUMAN	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.10.2) (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (Interferon-inducible RNA-dependent protein kinase) (Protein kinase RNA-activated) (Tyrosine-protein kinase EIF2AK2)	EIF2AK2	unreviewed
391365	Q6IMI4	ST6B1_HUMAN	Sulfotransferase 6B1 (ST6B1) (Thyroxine sulfotransferase) (EC 2.8.2.n2)	SULT6B1	reviewed
391365	A0A0C4DG03	A0A0C4DG03_HUMAN	Sulfotransferase (EC 2.8.2.-)	SULT6B1	unreviewed
10153	Q03701	CEBPZ_HUMAN	CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor)	CEBPZ CBF2	reviewed
55471	Q7L592	NDUF7_HUMAN	Protein arginine methyltransferase NDUFAF7, mitochondrial (EC 2.1.1.320) (NADH dehydrogenase [ubiquinone] complex I, assembly factor 7) (Protein midA homolog)	NDUFAF7 C2orf56 PRO1853	reviewed
55471	B4DQY3	B4DQY3_HUMAN	Protein arginine methyltransferase NDUFAF7 (EC 2.1.1.320)		unreviewed
23683	O94806	KPCD3_HUMAN	Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu)	PRKD3 EPK2 PRKCN	reviewed
25797	Q16769	QPCT_HUMAN	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	QPCT	reviewed
10602	Q9UKI2	BORG2_HUMAN	Cdc42 effector protein 3 (Binder of Rho GTPases 2) (MSE55-related Cdc42-binding protein)	CDC42EP3 BORG2 CEP3	reviewed
151393	Q96LZ7	RMD2_HUMAN	Regulator of microtubule dynamics protein 2 (RMD-2) (hRMD-2) (Protein FAM82A1)	RMDN2 FAM82A FAM82A1 BLOCK18 UNQ9371/PRO34163	reviewed
151393	A0A0C4DFM4	A0A0C4DFM4_HUMAN	Regulator of microtubule dynamics protein 2 (Protein FAM82A1)	RMDN2 FAM82A hCG_1642802	unreviewed
1545	Q16678	CP1B1_HUMAN	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	CYP1B1	reviewed
1545	Q53TK1	Q53TK1_HUMAN	Cytochrome P450, family 1, subfamily B, polypeptide 1, isoform CRA_a (cDNA, FLJ93081, Homo sapiens cytochrome P450, family 1, subfamily B, polypeptide 1(CYP1B1), mRNA)	CYP1B1 hCG_14819	unreviewed
64225	Q8NHH9	ATLA2_HUMAN	Atlastin-2 (ATL-2) (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2)	ATL2 ARL6IP2	reviewed
64225	B5MCN0	B5MCN0_HUMAN	Atlastin GTPase 2	ATL2	unreviewed
64225	B7Z2H0	B7Z2H0_HUMAN	cDNA FLJ57300, highly similar to Homo sapiens ADP-ribosylation factor-like 6 interacting protein 2 (ARL6IP2), mRNA		unreviewed
92906	Q8WVV9	HNRLL_HUMAN	Heterogeneous nuclear ribonucleoprotein L-like (hnRNPLL) (Stromal RNA-regulating factor)	HNRNPLL HNRPLL SRRF BLOCK24	reviewed
92906	A0A0S2Z6K1	A0A0S2Z6K1_HUMAN	Heterogeneous nuclear ribonucleoprotein L-like isoform 1	HNRPLL	unreviewed
92906	A8K894	A8K894_HUMAN	cDNA FLJ77927		unreviewed
130589	Q96C23	GALM_HUMAN	Galactose mutarotase (EC 5.1.3.3) (Aldose 1-epimerase)	GALM BLOCK25	reviewed
130589	A0A384MDW6	A0A384MDW6_HUMAN	Aldose 1-epimerase (EC 5.1.3.3)		unreviewed
6432	Q16629	SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	SRSF7 SFRS7	reviewed
6432	C9JAB2	C9JAB2_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	SRSF7	unreviewed
79833	Q8WXD5	GEMI6_HUMAN	Gem-associated protein 6 (Gemin-6) (SIP2)	GEMIN6	reviewed
90957	Q6P158	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	DHX57	reviewed
729967	Q502X0	MORN2_HUMAN	MORN repeat-containing protein 2 (MORN motif protein in testis)	MORN2 MOPT	reviewed
729967	A0A2R8YE86	A0A2R8YE86_HUMAN	MORN repeat containing 2	MORN2	unreviewed
100271715	A8MVX0	ARG33_HUMAN	Rho guanine nucleotide exchange factor 33	ARHGEF33	reviewed
6654	Q07889	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1	reviewed
6654	G5E9C8	G5E9C8_HUMAN	SOS Ras/Rac guanine nucleotide exchange factor 1 (Son of sevenless homolog 1 (Drosophila), isoform CRA_d)	SOS1 hCG_1641052	unreviewed
344387	Q5MAI5	CDKL4_HUMAN	Cyclin-dependent kinase-like 4 (EC 2.7.11.22)	CDKL4	reviewed
344387	H7BZI6	H7BZI6_HUMAN	cyclin-dependent kinase (EC 2.7.11.22)	CDKL4	unreviewed
8491	Q8IVH8	M4K3_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)	MAP4K3 RAB8IPL1	reviewed
8491	A8K602	A8K602_HUMAN	Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1)		unreviewed
8491	B3KMM5	B3KMM5_HUMAN	cDNA FLJ11491 fis, clone HEMBA1001921, highly similar to Mitogen-activated protein kinase kinase kinase kinase 3		unreviewed
8491	B4DSS3	B4DSS3_HUMAN	cDNA FLJ55366, highly similar to Mitogen-activated protein kinase kinase kinase kinase 3		unreviewed
8491	F5H5A3	F5H5A3_HUMAN	Mitogen-activated protein kinase kinase kinase kinase (EC 2.7.11.1)	MAP4K3	unreviewed
130733	Q8NBL3	T178A_HUMAN	Transmembrane protein 178A	TMEM178A TMEM178 PSEC0131 UNQ5926/PRO19820	reviewed
80745	Q9BTF0	THUM2_HUMAN	U6 snRNA (guanine-N(2))-methyltransferase THUMPD2 (EC 2.1.1.-) (THUMP domain-containing protein 2)	THUMPD2 C2orf8	reviewed
80745	B4DP37	B4DP37_HUMAN	U6 snRNA (guanine-N(2))-methyltransferase THUMPD2 (THUMP domain-containing protein 2)		unreviewed
80745	Q969Z2	Q969Z2_HUMAN	U6 snRNA (guanine-N(2))-methyltransferase THUMPD2 (THUMP domain-containing protein 2)		unreviewed
6546	P32418	NAC1_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1 CNC NCX1	reviewed
6546	A0A994J4U7	A0A994J4U7_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	unreviewed
6546	A0A994J7E1	A0A994J7E1_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	unreviewed
6546	A0A994J7G2	A0A994J7G2_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	unreviewed
6546	E9PB98	E9PB98_HUMAN	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	SLC8A1	unreviewed
6546	Q4QQH3	Q4QQH3_HUMAN	SLC8A1 protein	SLC8A1	unreviewed
91461	Q504Y2	PKDCC_HUMAN	Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)	PKDCC SGK493 VLK	reviewed
27436	Q9HC35	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)	EML4 C2orf2 EMAPL4	reviewed
27436	B5MBZ0	B5MBZ0_HUMAN	Echinoderm microtubule-associated protein-like 4	EML4	unreviewed
9167	O14548	CO72L_HUMAN	Cytochrome c oxidase subunit 7A2-like, mitochondrial (Cytochrome c oxidase subunit 7A-related protein) (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1) (Supercomplex assembly factor 1)	COX7A2L COX7AR COX7RP SCAF1 SCAFI	reviewed
9167	Q6FGA0	Q6FGA0_HUMAN	Cytochrome c oxidase subunit 7A2-like, mitochondrial (Supercomplex assembly factor 1)	COX7A2L hCG_1783904	unreviewed
170850	Q8TAE7	KCNG3_HUMAN	Voltage-gated potassium channel regulatory subunit KCNG3 (Potassium voltage-gated channel subfamily G member 3) (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)	KCNG3	reviewed
57504	Q9BTC8	MTA3_HUMAN	Metastasis-associated protein MTA3	MTA3 KIAA1266	reviewed
57504	F6RRE2	F6RRE2_HUMAN	Metastasis associated 1 family member 3 (Metastasis associated 1 family, member 3, isoform CRA_a)	MTA3 hCG_1783907	unreviewed
165140	Q8TDS5	OXER1_HUMAN	Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019)	OXER1 GPR170 TG1019	reviewed
23498	P46952	3HAO_HUMAN	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (h3HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)	HAAO	reviewed
678	P47974	TISD_HUMAN	mRNA decay activator protein ZFP36L2 (Butyrate response factor 2) (EGF-response factor 2) (ERF-2) (TPA-induced sequence 11d) (Zinc finger protein 36, C3H1 type-like 2) (ZFP36-like 2)	ZFP36L2 ERF2 RNF162C TIS11D	reviewed
63892	Q6YHU6	THADA_HUMAN	tRNA (32-2'-O)-methyltransferase regulator THADA (Gene inducing thyroid adenomas protein) (Thyroid adenoma-associated protein)	THADA GITA KIAA1767	reviewed
130271	Q8IVE3	PKHH2_HUMAN	Pleckstrin homology domain-containing family H member 2	PLEKHH2 KIAA2028	reviewed
728819	P0DN25	C1C1L_HUMAN	C1GALT1-specific chaperone 1-like protein	C1GALT1C1L	reviewed
51626	Q8TCX1	DC2L1_HUMAN	Cytoplasmic dynein 2 light intermediate chain 1 (Dynein 2 light intermediate chain)	DYNC2LI1 D2LIC LIC3 CGI-60	reviewed
64240	Q9H222	ABCG5_HUMAN	ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)	ABCG5	reviewed
64241	Q9H221	ABCG8_HUMAN	ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)	ABCG8	reviewed
10128	P42704	LPPRC_HUMAN	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	LRPPRC LRP130	reviewed
10128	E5KNY5	E5KNY5_HUMAN	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein)	LRPPRC hCG_16810	unreviewed
5495	O75688	PPM1B_HUMAN	Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta)	PPM1B PP2CB	reviewed
6519	Q07837	SLC31_HUMAN	Amino acid transporter heavy chain SLC3A1 (D2h) (Neutral and basic amino acid transport protein) (NBAT) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transporter-related heavy chain) (rBAT)	SLC3A1 NBAT	reviewed
6519	A0A0S2Z4E1	A0A0S2Z4E1_HUMAN	Amino acid transporter heavy chain SLC3A1 (Neutral and basic amino acid transport protein) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transporter-related heavy chain)	SLC3A1 hCG_16811	unreviewed
6519	B8ZZK1	B8ZZK1_HUMAN	Solute carrier family 3 member 1	SLC3A1	unreviewed
9581	Q4J6C6	PPCEL_HUMAN	Prolyl endopeptidase-like (EC 3.4.21.-) (Prolylendopeptidase-like)	PREPL KIAA0436	reviewed
79823	Q7Z624	CMKMT_HUMAN	Calmodulin-lysine N-methyltransferase (CLNMT) (CaM KMT) (EC 2.1.1.60)	CAMKMT C2orf34 CLNMT	reviewed
6496	O95343	SIX3_HUMAN	Homeobox protein SIX3 (Sine oculis homeobox homolog 3)	SIX3	reviewed
10736	Q9NPC8	SIX2_HUMAN	Homeobox protein SIX2 (Sine oculis homeobox homolog 2)	SIX2	reviewed
10736	Q8TBA2	Q8TBA2_HUMAN	SIX homeobox 2	SIX2	unreviewed
55133	Q8N5C6	SRBD1_HUMAN	S1 RNA-binding domain-containing protein 1	SRBD1	reviewed
55133	B7Z6X7	B7Z6X7_HUMAN	cDNA FLJ57207		unreviewed
5581	Q02156	KPCE_HUMAN	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	PRKCE PKCE	reviewed
5581	L7RTI5	L7RTI5_HUMAN	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	PRKCE	unreviewed
2034	Q99814	EPAS1_HUMAN	Endothelial PAS domain-containing protein 1 (EPAS-1) (Basic-helix-loop-helix-PAS protein MOP2) (Class E basic helix-loop-helix protein 73) (bHLHe73) (HIF-1-alpha-like factor) (HLF) (Hypoxia-inducible factor 2-alpha) (HIF-2-alpha) (HIF2-alpha) (Member of PAS protein 2) (PAS domain-containing protein 2)	EPAS1 BHLHE73 HIF2A MOP2 PASD2	reviewed
2034	B3KW07	B3KW07_HUMAN	cDNA FLJ41851 fis, clone NT2RI3003925, highly similar to Endothelial PAS domain-containing protein 1		unreviewed
388946	A6NEH6	TM247_HUMAN	Transmembrane protein 247	TMEM247	reviewed
23433	P17081	RHOQ_HUMAN	Rho-related GTP-binding protein RhoQ (Ras-like protein TC10) (Ras-like protein family member 7A)	RHOQ ARHQ RASL7A TC10	reviewed
23433	V9HWD0	V9HWD0_HUMAN	Epididymis secretory protein Li 42 (Ras homolog gene family, member Q, isoform CRA_d)	HEL-S-42 RHOQ hCG_1995863	unreviewed
5281	Q07326	PIGF_HUMAN	GPI ethanolamine phosphate transferase, stabilizing subunit (GPI ethanolamine phosphate transferase 2, stabilizing subunit) (GPI ethanolamine phosphate transferase 3, stabilizing subunit) (GPI11 homolog) (Phosphatidylinositol-glycan biosynthesis class F protein) (PIG-F)	PIGF	reviewed
5281	H7C392	H7C392_HUMAN	Phosphatidylinositol glycan anchor biosynthesis class F (Phosphatidylinositol glycan, class F, isoform CRA_e)	PIGF hCG_1987697	unreviewed
5281	Q6IB04	Q6IB04_HUMAN	PIGF protein (Phosphatidylinositol glycan, class F, isoform CRA_c)	PIGF hCG_1987697	unreviewed
9419	Q9P021	CRIPT_HUMAN	Cysteine-rich PDZ-binding protein (Cysteine-rich interactor of PDZ three) (Cysteine-rich interactor of PDZ3)	CRIPT HSPC139	reviewed
9655	O75159	SOCS5_HUMAN	Suppressor of cytokine signaling 5 (SOCS-5) (Cytokine-inducible SH2 protein 6) (CIS-6) (Cytokine-inducible SH2-containing protein 5)	SOCS5 CIS6 CISH5 CISH6 KIAA0671	reviewed
90411	Q8NI22	MCFD2_HUMAN	Multiple coagulation factor deficiency protein 2 (Neural stem cell-derived neuronal survival protein)	MCFD2 SDNSF	reviewed
90411	B4DF17	B4DF17_HUMAN	cDNA FLJ59187, highly similar to Multiple coagulation factor deficiency protein 2 homolog		unreviewed
57217	Q9ULT0	TTC7A_HUMAN	Tetratricopeptide repeat protein 7A (TPR repeat protein 7A)	TTC7A KIAA1140 TTC7	reviewed
57217	B3KPK7	B3KPK7_HUMAN	Tetratricopeptide repeat protein 7A		unreviewed
57217	G5E9G4	G5E9G4_HUMAN	Tetratricopeptide repeat protein 7A	TTC7A hCG_17034	unreviewed
57217	I6L9J2	I6L9J2_HUMAN	Tetratricopeptide repeat protein 7A	TTC7A	unreviewed
285051	Q8N801	STPG4_HUMAN	Protein STPG4 (Gonad-specific expression gene protein) (GSE) (Sperm-tail PG-rich repeat-containing protein 4)	STPG4 C2orf61	reviewed
805	P0DP23	CALM1_HUMAN	Calmodulin-1	CALM1 CALM CAM CAM1	reviewed
805	P0DP24	CALM2_HUMAN	Calmodulin-2	CALM2 CAM2 CAMB	reviewed
805	P0DP25	CALM3_HUMAN	Calmodulin-3	CALM3 CALML2 CAM3 CAMC CAMIII	reviewed
805	Q96HY3	Q96HY3_HUMAN	EF-hand calcium-binding domain-containing protein 11	CALM1 CALM2 CALM3 hCG_17033 hCG_20313	unreviewed
4072	P16422	EPCAM_HUMAN	Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326)	EPCAM GA733-2 M1S2 M4S1 MIC18 TACSTD1 TROP1	reviewed
4436	P43246	MSH2_HUMAN	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	MSH2	reviewed
4436	A0A2R8Y6P0	A0A2R8Y6P0_HUMAN	DNA mismatch repair protein	MSH2 hCG_17836	unreviewed
4436	A0A2R8YFH0	A0A2R8YFH0_HUMAN	DNA mismatch repair protein	MSH2	unreviewed
4436	A0A2R8YG02	A0A2R8YG02_HUMAN	DNA mismatch repair protein	MSH2	unreviewed
4436	A0AAQ5BH31	A0AAQ5BH31_HUMAN	DNA mismatch repair protein	MSH2	unreviewed
4436	E9PHA6	E9PHA6_HUMAN	DNA mismatch repair protein	MSH2	unreviewed
56660	Q9HB15	KCNKC_HUMAN	Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2)	KCNK12	reviewed
2956	P52701	MSH6_HUMAN	DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)	MSH6 GTBP	reviewed
2956	A0A494C0M1	A0A494C0M1_HUMAN	DNA mismatch repair protein	MSH6	unreviewed
2956	A0A8V8TPJ4	A0A8V8TPJ4_HUMAN	MutS homolog 6	MSH6	unreviewed
2956	Q3SWU9	Q3SWU9_HUMAN	MSH6 protein	MSH6	unreviewed
80204	Q86XK2	FBX11_HUMAN	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	FBXO11 FBX11 PRMT9 VIT1 UG063H01	reviewed
80204	A0A804HK63	A0A804HK63_HUMAN	F-box only protein 11	FBXO11	unreviewed
3344	P32314	FOXN2_HUMAN	Forkhead box protein N2 (Human T-cell leukemia virus enhancer factor)	FOXN2 HTLF	reviewed
129285	Q6ZMI0	PPR21_HUMAN	Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (Ferry endosomal RAB5 effector complex subunit 2) (Fy-2) (KLRAQ motif-containing protein 1)	PPP1R21 CCDC128 FERRY2 KLRAQ1	reviewed
11037	Q9Y6Q2	STON1_HUMAN	Stonin-1 (Stoned B-like factor)	STON1 SALF SBLF STN1	reviewed
11037	B2RB25	B2RB25_HUMAN	Stonin-1 (Stoned B-like factor)		unreviewed
11036	Q9UNN4	TF2AY_HUMAN	TFIIA-alpha and beta-like factor (General transcription factor II A, 1-like factor)	GTF2A1L ALF GTF2A1LF	reviewed
3973	P22888	LSHR_HUMAN	Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R)	LHCGR LCGR LGR2 LHRHR	reviewed
2492	P23945	FSHR_HUMAN	Follicle-stimulating hormone receptor (FSH-R) (Follitropin receptor)	FSHR LGR1	reviewed
2492	B4DXB5	B4DXB5_HUMAN	Follicle-stimulating hormone receptor (Follitropin receptor)	FSHR	unreviewed
9378	P58400	NRX1B_HUMAN	Neurexin-1-beta (Neurexin I-beta)	NRXN1	reviewed
9378	Q9ULB1	NRX1A_HUMAN	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	NRXN1 KIAA0578	reviewed
9378	A0A0D9SEM5	A0A0D9SEM5_HUMAN	Neurexin 1	NRXN1	unreviewed
9378	A0A0D9SEQ7	A0A0D9SEQ7_HUMAN	Neurexin 1	NRXN1	unreviewed
9378	A0A1D5RMU6	A0A1D5RMU6_HUMAN	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	NRXN1	unreviewed
9378	E7EQN4	E7EQN4_HUMAN	Neurexin 1	NRXN1	unreviewed
9378	H0Y568	H0Y568_HUMAN	Neurexin 1	NRXN1	unreviewed
9378	H7BYC7	H7BYC7_HUMAN	Neurexin 1	NRXN1	unreviewed
