From	Entry	Reviewed	Protein names	Gene Names	Length	Entry Name
CNDP2	Q96KP4	reviewed	Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase)	CNDP2 CN2 CPGL HEL-S-13 PEPA	475	CNDP2_HUMAN
CNDP1	Q96KN2	reviewed	Beta-Ala-His dipeptidase (EC 3.4.13.20) (CNDP dipeptidase 1) (Carnosine dipeptidase 1) (Glutamate carboxypeptidase-like protein 2) (Serum carnosinase)	CNDP1 CN1 CPGL2 UNQ1915/PRO4380	507	CNDP1_HUMAN
ZNF407	Q9C0G0	reviewed	Zinc finger protein 407	ZNF407 KIAA1703	2248	ZN407_HUMAN
PTGR3	Q8N4Q0	reviewed	Prostaglandin reductase 3 (PRG-3) (EC 1.3.1.48) (Zinc-binding alcohol dehydrogenase domain-containing protein 2)	PTGR3 ZADH2	377	PTGR3_HUMAN
TSHZ1	Q6ZSZ6	reviewed	Teashirt homolog 1 (Antigen NY-CO-33) (Serologically defined colon cancer antigen 33)	TSHZ1 SDCCAG33 TSH1	1077	TSH1_HUMAN
SMIM21	Q3B7S5	reviewed	Small integral membrane protein 21	SMIM21 C18orf62	101	SMI21_HUMAN
ZNF516	Q92618	reviewed	Zinc finger protein 516	ZNF516 KIAA0222	1163	ZN516_HUMAN
ZNF236	Q9UL36	reviewed	Zinc finger protein 236	ZNF236	1845	ZN236_HUMAN
MBP	P02686	reviewed	Myelin basic protein (MBP) (Myelin A1 protein) (Myelin membrane encephalitogenic protein)	MBP	304	MBP_HUMAN
MBP	P13727	reviewed	Bone marrow proteoglycan (BMPG) (Proteoglycan 2) [Cleaved into: Eosinophil granule major basic protein (EMBP) (MBP) (Pregnancy-associated major basic protein)]	PRG2 MBP	222	PRG2_HUMAN
GALR1	P47211	reviewed	Galanin receptor type 1 (GAL1-R) (GALR-1)	GALR1 GALNR GALNR1	349	GALR1_HUMAN
SALL3	Q9BXA9	reviewed	Sal-like protein 3 (Zinc finger protein 796) (Zinc finger protein SALL3) (hSALL3)	SALL3 ZNF796	1300	SALL3_HUMAN
ATP9B	O43861	reviewed	Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B)	ATP9B ATPIIB NEO1L HUSSY-20	1147	ATP9B_HUMAN
NFATC1	O95644	reviewed	Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)	NFATC1 NFAT2 NFATC	943	NFAC1_HUMAN
CTDP1	Q9Y5B0	reviewed	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase)	CTDP1 FCP1	961	CTDP1_HUMAN
KCNG2	Q9UJ96	reviewed	Voltage-gated potassium channel regulatory subunit KCNG2 (Cardiac potassium channel subunit) (Potassium voltage-gated channel subfamily G member 2) (Voltage-gated potassium channel subunit Kv6.2)	KCNG2 KCNF2	466	KCNG2_HUMAN
HSBP1L1	C9JCN9	reviewed	Heat shock factor-binding protein 1-like protein 1	HSBP1L1	74	HSBPL_HUMAN
TXNL4A	P83876	reviewed	Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)	TXNL4A DIM1 TXNL4	142	TXN4A_HUMAN
RBFA	Q8N0V3	reviewed	Putative ribosome-binding factor A, mitochondrial	RBFA C18orf22	343	RBFA_HUMAN
ADNP2	Q6IQ32	reviewed	Activity-dependent neuroprotector homeobox protein 2 (ADNP homeobox protein 2) (Zinc finger protein 508)	ADNP2 KIAA0863 ZNF508	1131	ADNP2_HUMAN
PARD6G	Q9BYG4	reviewed	Partitioning defective 6 homolog gamma (PAR-6 gamma) (PAR6D)	PARD6G PAR6G	376	PAR6G_HUMAN
PLPP2	O43688	reviewed	Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c)	PLPP2 LPP2 PPAP2C	288	PLPP2_HUMAN
MIER2	Q8N344	reviewed	Mesoderm induction early response protein 2 (Mi-er2)	MIER2 KIAA1193	545	MIER2_HUMAN
SPMAP2	Q9P2T0	reviewed	Sperm microtubule associated protein 2 (Cancer/testis antigen 56) (CT56) (Testicular haploid expressed gene protein)	SPMAP2 THEG	379	SPMA2_HUMAN
C2CD4C	Q8TF44	reviewed	C2 calcium-dependent domain-containing protein 4C (Nuclear-localized factor 3) (Protein FAM148C)	C2CD4C FAM148C KIAA1957 NLF3	421	C2C4C_HUMAN
SHC2	P98077	reviewed	SHC-transforming protein 2 (Protein Sck) (SHC-transforming protein B) (Src homology 2 domain-containing-transforming protein C2) (SH2 domain protein C2)	SHC2 SCK SHCB	582	SHC2_HUMAN
CIMAP1D	Q3SX64	reviewed	Protein CIMAP1D (CIMAP1 family member D) (Outer dense fiber protein 3-like protein 2)	CIMAP1D C19orf19 ODF3L2	289	CMA1D_HUMAN
MADCAM1	Q13477	reviewed	Mucosal addressin cell adhesion molecule 1 (MAdCAM-1) (hMAdCAM-1)	MADCAM1	382	MADCA_HUMAN
TPGS1	Q6ZTW0	reviewed	Tubulin polyglutamylase complex subunit 1 (PGs1)	TPGS1 C19orf20	290	TPGS1_HUMAN
CDC34	P49427	reviewed	Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1)	CDC34 UBCH3 UBE2R1	236	UB2R1_HUMAN
GZMM	P51124	reviewed	Granzyme M (EC 3.4.21.-) (Met-1 serine protease) (Hu-Met-1) (Met-ase) (Natural killer cell granular protease)	GZMM MET1	257	GRAM_HUMAN
BSG	P35613	reviewed	Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Hepatoma-associated antigen) (HAb18G) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147)	BSG UNQ6505/PRO21383	385	BASI_HUMAN
HCN2	Q9UL51	reviewed	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2)	HCN2 BCNG2	889	HCN2_HUMAN
POLRMT	O00411	reviewed	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	POLRMT	1230	RPOM_HUMAN
FGF22	Q9HCT0	reviewed	Fibroblast growth factor 22 (FGF-22)	FGF22 UNQ2500/PRO5800	170	FGF22_HUMAN
RNF126	Q9BV68	reviewed	E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126)	RNF126	311	RN126_HUMAN
FSTL3	O95633	reviewed	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	FSTL3 FLRG UNQ674/PRO1308	263	FSTL3_HUMAN
PRSS57	Q6UWY2	reviewed	Serine protease 57 (EC 3.4.21.-) (Neutrophil serine protease 4) (NSP4) (Serine protease 1-like protein 1)	PRSS57 PRSSL1 UNQ782/PRO1599	283	PRS57_HUMAN
PALM	O75781	reviewed	Paralemmin-1 (Paralemmin)	PALM KIAA0270	387	PALM_HUMAN
MISP	Q8IVT2	reviewed	Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)	MISP C19orf21	679	MISP_HUMAN
PTBP1	P26599	reviewed	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	PTBP1 PTB	557	PTBP1_HUMAN
PLPPR3	Q6T4P5	reviewed	Phospholipid phosphatase-related protein type 3 (Inactive phospholipid phosphatase PLPPR3) (Lipid phosphate phosphatase-related protein type 3) (PAP-2-like protein 2) (Plasticity-related gene 2 protein) (PRG-2)	PLPPR3 LPPR3 PHP2 PRG2	718	PLPR3_HUMAN
AZU1	P20160	reviewed	Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein) (HBP) (hHBP)	AZU1	251	CAP7_HUMAN
PRTN3	P24158	reviewed	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	PRTN3 MBN	256	PRTN3_HUMAN
ELANE	P08246	reviewed	Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase)	ELANE ELA2	267	ELNE_HUMAN
CFD	P00746	reviewed	Complement factor D (EC 3.4.21.46) (Adipsin) (C3 convertase activator) (Properdin factor D)	CFD DF PFD	253	CFAD_HUMAN
MED16	Q9Y2X0	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92)	MED16 DRIP92 THRAP5	877	MED16_HUMAN
R3HDM4	Q96D70	reviewed	R3H domain-containing protein 4	R3HDM4 C19orf22	268	R3HD4_HUMAN
KISS1R	Q969F8	reviewed	KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor)	KISS1R AXOR12 GPR54	398	KISSR_HUMAN
ARID3A	Q99856	reviewed	AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1)	ARID3A DRIL1 DRIL3 DRX E2FBP1	593	ARI3A_HUMAN
WDR18	Q9BV38	reviewed	WD repeat-containing protein 18	WDR18	432	WDR18_HUMAN
GRIN3B	O60391	reviewed	Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)	GRIN3B	1043	NMD3B_HUMAN
TMEM259	Q4ZIN3	reviewed	Membralin (Transmembrane protein 259)	TMEM259 C19orf6	620	MBRL_HUMAN
CNN2	Q99439	reviewed	Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)	CNN2	309	CNN2_HUMAN
ABCA7	Q8IZY2	reviewed	Phospholipid-transporting ATPase ABCA7 (EC 7.6.2.1) (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter)	ABCA7	2146	ABCA7_HUMAN
ARHGAP45	Q92619	reviewed	Rho GTPase-activating protein 45 [Cleaved into: Minor histocompatibility antigen HA-1 (mHag HA-1)]	ARHGAP45 HMHA1 KIAA0223	1136	HMHA1_HUMAN
POLR2E	P19388	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)	POLR2E	210	RPAB1_HUMAN
GPX4	P36969	reviewed	Phospholipid hydroperoxide glutathione peroxidase GPX4 (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9)	GPX4	197	GPX4_HUMAN
SBNO2	Q9Y2G9	reviewed	Protein strawberry notch homolog 2	SBNO2 KIAA0963	1366	SBNO2_HUMAN
STK11	Q15831	reviewed	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19)	STK11 LKB1 PJS	433	STK11_HUMAN
CBARP	Q8N350	reviewed	Voltage-dependent calcium channel beta subunit-associated regulatory protein	CBARP C19orf26	705	CBARP_HUMAN
ATP5F1D	P30049	reviewed	ATP synthase F(1) complex subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)	ATP5F1D ATP5D	168	ATPD_HUMAN
MIDN	Q504T8	reviewed	Midnolin (Midbrain nucleolar protein)	MIDN	468	MIDN_HUMAN
CIRBP	Q14011	reviewed	Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP)	CIRBP A18HNRNP CIRP	172	CIRBP_HUMAN
FAM174C	Q9BVV8	reviewed	Protein FAM174C	FAM174C C19orf24	132	F174C_HUMAN
EFNA2	O43921	reviewed	Ephrin-A2 (EPH-related receptor tyrosine kinase ligand 6) (LERK-6) (HEK7 ligand) (HEK7-L)	EFNA2 EPLG6 LERK6	213	EFNA2_HUMAN
PWWP3A	Q2TAK8	reviewed	PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1) (Protein expandere)	PWWP3A EXPAND1 MUM1	710	PWP3A_HUMAN
NDUFS7	O75251	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	213	NDUS7_HUMAN
GAMT	Q14353	reviewed	Guanidinoacetate N-methyltransferase (EC 2.1.1.2)	GAMT	236	GAMT_HUMAN
DAZAP1	Q96EP5	reviewed	DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1)	DAZAP1	407	DAZP1_HUMAN
RPS15	P62841	reviewed	Small ribosomal subunit protein uS19 (40S ribosomal protein S15) (RIG protein)	RPS15 RIG	145	RS15_HUMAN
APC2	O95996	reviewed	Adenomatous polyposis coli protein 2 (Adenomatous polyposis coli protein-like) (APC-like)	APC2 APCL	2303	APCL_HUMAN
APC2	P02655	reviewed	Apolipoprotein C-II (Apo-CII) (ApoC-II) (Apolipoprotein C2) [Cleaved into: Proapolipoprotein C-II (ProapoC-II)]	APOC2 APC2	101	APOC2_HUMAN
APC2	Q9BV35	reviewed	Mitochondrial adenyl nucleotide antiporter SLC25A23 (Mitochondrial ATP-Mg/Pi carrier protein 2) (Short calcium-binding mitochondrial carrier protein 3) (SCaMC-3) (Solute carrier family 25 member 23)	SLC25A23 APC2 MCSC2 SCAMC3	468	SCMC3_HUMAN
APC2	Q9UJX6	reviewed	Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2)	ANAPC2 APC2 KIAA1406	822	ANC2_HUMAN
C19orf25	Q9UFG5	reviewed	UPF0449 protein C19orf25	C19orf25	118	CS025_HUMAN
PCSK4	Q6UW60	reviewed	Proprotein convertase subtilisin/kexin type 4 (EC 3.4.21.-) (Proprotein convertase 4) (PC4)	PCSK4 PC4 UNQ2757/PRO6496	755	PCSK4_HUMAN
REEP6	Q96HR9	reviewed	Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1)	REEP6 C19orf32 DP1L1	211	REEP6_HUMAN
ADAMTSL5	Q6ZMM2	reviewed	ADAMTS-like protein 5 (ADAMTSL-5) (Thrombospondin type-1 domain-containing protein 6)	ADAMTSL5 THSD6	481	ATL5_HUMAN
PLK5	Q496M5	reviewed	Inactive serine/threonine-protein kinase PLK5 (Polo-like kinase 5) (PLK-5)	PLK5 PLK5P FG060302	336	PLK5_HUMAN
MEX3D	Q86XN8	reviewed	RNA-binding protein MEX3D (RING finger and KH domain-containing protein 1) (RING finger protein 193) (TINO)	MEX3D KIAA2031 RKHD1 RNF193	651	MEX3D_HUMAN
MBD3	O95983	reviewed	Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)	MBD3	291	MBD3_HUMAN
UQCR11	O14957	reviewed	Cytochrome b-c1 complex subunit 10 (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c reductase complex 6.4 kDa protein)	UQCR11 UQCR	56	QCR10_HUMAN
TCF3	P15923	reviewed	Transcription factor E2-alpha (Class B basic helix-loop-helix protein 21) (bHLHb21) (Immunoglobulin enhancer-binding factor E12/E47) (Immunoglobulin transcription factor 1) (Kappa-E2-binding factor) (Transcription factor 3) (TCF-3) (Transcription factor ITF-1)	TCF3 BHLHB21 E2A ITF1	654	TFE2_HUMAN
TCF3	Q9HCS4	reviewed	Transcription factor 7-like 1 (HMG box transcription factor 3) (TCF-3)	TCF7L1 TCF3	588	TF7L1_HUMAN
ONECUT3	O60422	reviewed	One cut domain family member 3 (One cut homeobox 3) (Transcription factor ONECUT-3) (OC-3)	ONECUT3	494	ONEC3_HUMAN
ATP8B3	O60423	reviewed	Phospholipid-transporting ATPase IK (EC 7.6.2.1) (ATPase class I type 8B member 3)	ATP8B3 ATP1K FOS37502_2	1300	AT8B3_HUMAN
REXO1	Q8N1G1	reviewed	RNA exonuclease 1 homolog (EC 3.1.-.-) (Elongin-A-binding protein 1) (EloA-BP1) (Transcription elongation factor B polypeptide 3-binding protein 1)	REXO1 ELOABP1 KIAA1138 TCEB3BP1	1221	REXO1_HUMAN
KLF16	Q9BXK1	reviewed	Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)	KLF16 BTEB4 NSLP2	252	KLF16_HUMAN
ADAT3	Q96EY9	reviewed	Probable inactive tRNA-specific adenosine deaminase-like protein 3 (tRNA-specific adenosine-34 deaminase subunit ADAT3)	ADAT3 TAD3	351	ADAT3_HUMAN
SCAMP4	Q969E2	reviewed	Secretory carrier-associated membrane protein 4 (Secretory carrier membrane protein 4)	SCAMP4	229	SCAM4_HUMAN
CSNK1G2	P78368	reviewed	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	CSNK1G2 CK1G2	415	KC1G2_HUMAN
BTBD2	Q9BX70	reviewed	BTB/POZ domain-containing protein 2	BTBD2	525	BTBD2_HUMAN
MKNK2	Q9HBH9	reviewed	MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2)	MKNK2 GPRK7 MNK2	465	MKNK2_HUMAN
MOB3A	Q96BX8	reviewed	MOB kinase activator 3A (MOB-LAK) (Mob1 homolog 2A) (Mps one binder kinase activator-like 2A)	MOB3A MOBKL2A	217	MOB3A_HUMAN
IZUMO4	Q1ZYL8	reviewed	Izumo sperm-egg fusion protein 4 (Sperm 22 kDa protein c113)	IZUMO4 C19orf36 UNQ831/PRO1758	232	IZUM4_HUMAN
AP3D1	O14617	reviewed	AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin)	AP3D1 PRO0039	1153	AP3D1_HUMAN
DOT1L	Q8TEK3	reviewed	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (DOT1-like protein) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1L KIAA1814 KMT4	1537	DOT1L_HUMAN
SF3A2	Q15428	reviewed	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62	464	SF3A2_HUMAN
AMH	P03971	reviewed	Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS)	AMH MIF	560	MIS_HUMAN
JSRP1	Q96MG2	reviewed	Junctional sarcoplasmic reticulum protein 1 (Junctional-face membrane protein of 45 kDa homolog) (JP-45)	JSRP1 JP45	331	JSPR1_HUMAN
PEAK3	Q6ZS72	reviewed	Protein PEAK3	PEAK3 C19orf35	473	PEAK3_HUMAN
LINGO3	P0C6S8	reviewed	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 (Leucine-rich repeat neuronal protein 2) (Leucine-rich repeat neuronal protein 6B)	LINGO3 LERN2 LRRN6B	592	LIGO3_HUMAN
LSM7	Q9UK45	reviewed	U6 snRNA-associated Sm-like protein LSm7	LSM7	103	LSM7_HUMAN
SPPL2B	Q8TCT7	reviewed	Signal peptide peptidase-like 2B (SPP-like 2B) (SPPL2b) (EC 3.4.23.-) (Intramembrane protease 4) (IMP-4) (Presenilin homologous protein 4) (PSH4) (Presenilin-like protein 1)	SPPL2B IMP4 KIAA1532 PSL1	592	SPP2B_HUMAN
TMPRSS9	Q7Z410	reviewed	Transmembrane protease serine 9 (EC 3.4.21.-) (Polyserase-I) (Polyserine protease 1) (Polyserase-1) [Cleaved into: Serase-1; Serase-2; Serase-3]	TMPRSS9	1059	TMPS9_HUMAN
LMNB2	Q03252	reviewed	Lamin-B2	LMNB2 LMN2	620	LMNB2_HUMAN
GADD45B	O75293	reviewed	Growth arrest and DNA damage-inducible protein GADD45 beta (Myeloid differentiation primary response protein MyD118) (Negative growth regulatory protein MyD118)	GADD45B MYD118	160	GA45B_HUMAN
GNG7	O60262	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	GNG7 GNGT7	68	GBG7_HUMAN
DIRAS1	O95057	reviewed	GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1)	DIRAS1 GBTS1 RIG	198	DIRA1_HUMAN
SLC39A3	Q9BRY0	reviewed	Zinc transporter ZIP3 (Solute carrier family 39 member 3) (Zrt- and Irt-like protein 3) (ZIP-3)	SLC39A3 ZIP3	314	S39A3_HUMAN
SGTA	O43765	reviewed	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	SGTA SGT SGT1	313	SGTA_HUMAN
THOP1	P52888	reviewed	Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78)	THOP1	689	THOP1_HUMAN
ZNF554	Q86TJ5	reviewed	Zinc finger protein 554	ZNF554	538	ZN554_HUMAN
ZNF555	Q8NEP9	reviewed	Zinc finger protein 555	ZNF555	628	ZN555_HUMAN
ZNF556	Q9HAH1	reviewed	Zinc finger protein 556	ZNF556	456	ZN556_HUMAN
ZNF57	Q68EA5	reviewed	Zinc finger protein 57 (Zinc finger protein 424)	ZNF57 ZNF424	555	ZNF57_HUMAN
ZNF77	Q15935	reviewed	Zinc finger protein 77 (ZNFpT1)	ZNF77	545	ZNF77_HUMAN
TLE6	Q9H808	reviewed	Transducin-like enhancer protein 6	TLE6	572	TLE6_HUMAN
TLE2	Q04725	reviewed	Transducin-like enhancer protein 2 (Enhancer of split groucho-like protein 2) (ESG2)	TLE2	743	TLE2_HUMAN
TLE5	Q08117	reviewed	TLE family member 5 (Amino-terminal enhancer of split) (Amino enhancer of split) (Gp130-associated protein GAM) (Grg-5) (Groucho-related protein 5) (Protein ESP1) (Protein GRG) (TLE family member 5, transcriptional modulator)	TLE5 AES GRG GRG5	197	TLE5_HUMAN
GNA11	P29992	reviewed	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (EC 3.6.5.-) (Guanine nucleotide-binding protein G(y) subunit alpha)	GNA11 GA11	359	GNA11_HUMAN
GNA15	P30679	reviewed	Guanine nucleotide-binding protein subunit alpha-15 (G alpha-15) (G-protein subunit alpha-15) (Epididymis tissue protein Li 17E) (Guanine nucleotide-binding protein subunit alpha-16) (G alpha-16) (G-protein subunit alpha-16)	GNA15 GNA16	374	GNA15_HUMAN
S1PR4	O95977	reviewed	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	S1PR4 EDG6	384	S1PR4_HUMAN
NCLN	Q969V3	reviewed	BOS complex subunit NCLN (Nicalin) (Nicastrin-like protein)	NCLN	563	NCLN_HUMAN
CELF5	Q8N6W0	reviewed	CUGBP Elav-like family member 5 (CELF-5) (Bruno-like protein 5) (CUG-BP- and ETR-3-like factor 5) (RNA-binding protein BRUNOL-5)	CELF5 BRUNOL5	485	CELF5_HUMAN
NFIC	P08651	reviewed	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	NFIC NFI	508	NFIC_HUMAN
SMIM24	O75264	reviewed	Small integral membrane protein 24	SMIM24 C19orf77 HSPC323	130	SIM24_HUMAN
DOHH	Q9BU89	reviewed	Deoxyhypusine hydroxylase (hDOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (HEAT-like repeat-containing protein 1)	DOHH HLRC1	302	DOHH_HUMAN
FZR1	Q9UM11	reviewed	Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1)	FZR1 CDH1 FYR FZR KIAA1242	496	FZR1_HUMAN
TEKTIP1	A6NCJ1	reviewed	Tektin bundle-interacting protein 1	TEKTIP1 C19orf71	209	TKTI1_HUMAN
MFSD12	Q6NUT3	reviewed	Major facilitator superfamily domain-containing protein 12	MFSD12 C19orf28	480	MFS12_HUMAN
HMG20B	Q9P0W2	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	317	HM20B_HUMAN
GIPC3	Q8TF64	reviewed	PDZ domain-containing protein GIPC3	GIPC3 C19orf64	312	GIPC3_HUMAN
TBXA2R	P21731	reviewed	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	TBXA2R	343	TA2R_HUMAN
CACTIN	Q8WUQ7	reviewed	Splicing factor Cactin (Renal carcinoma antigen NY-REN-24)	CACTIN C19orf29	758	CATIN_HUMAN
PIP5K1C	O60331	reviewed	Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Type I phosphatidylinositol 4-phosphate 5-kinase gamma)	PIP5K1C KIAA0589	668	PI51C_HUMAN
TJP3	O95049	reviewed	Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)	TJP3 ZO3	919	ZO3_HUMAN
APBA3	O96018	reviewed	Amyloid-beta A4 precursor protein-binding family A member 3 (Adapter protein X11gamma) (Neuron-specific X11L2 protein) (Neuronal Munc18-1-interacting protein 3) (Mint-3)	APBA3 MINT3 X11L2	575	APBA3_HUMAN
MRPL54	Q6P161	reviewed	Large ribosomal subunit protein mL54 (39S ribosomal protein L54, mitochondrial) (L54mt) (MRP-L54)	MRPL54	138	RM54_HUMAN
RAX2	Q96IS3	reviewed	Retina and anterior neural fold homeobox protein 2 (Q50-type retinal homeobox protein) (Retina and anterior neural fold homeobox-like protein 1)	RAX2 QRX RAXL1	184	RAX2_HUMAN
MATK	P42679	reviewed	Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.10.2) (CSK homologous kinase) (CHK) (Hematopoietic consensus tyrosine-lacking kinase) (Protein kinase HYL) (Tyrosine-protein kinase CTK)	MATK CTK HYL	507	MATK_HUMAN
ZFR2	Q9UPR6	reviewed	Zinc finger RNA-binding protein 2	ZFR2 KIAA1086	939	ZFR2_HUMAN
