Species	Symbol	Ensembl	Family	Protein	Entrez_ID	Uniprot	Entry
Homo_sapiens	BORCS8-MEF2B	ENSG00000064489	SRF	ENSP00000454967.3;	NA	NA	NA
Homo_sapiens	TFCP2L1	ENSG00000115112	CP2	ENSP00000263707.5;	29842	Q9NZI6	TF2L1_HUMAN
Homo_sapiens	MIER1	ENSG00000198160	MYB	ENSP00000383820.1;ENSP00000347514.3;ENSP00000360053.1;ENSP00000383821.3;ENSP00000350321.2;ENSP00000360055.1;ENSP00000348253.6;ENSP00000360057.3;	57708	Q8N108	MIER1_HUMAN
Homo_sapiens	TEAD1	ENSG00000187079	TEA	ENSP00000435233.2;ENSP00000334754.6;ENSP00000435977.2;ENSP00000432587.4;	7003	P28347	TEAD1_HUMAN
Homo_sapiens	ZNF57	ENSG00000171970	zf-C2H2	ENSP00000303696.5;ENSP00000430223.1;	126295	Q68EA5	ZNF57_HUMAN
Homo_sapiens	ZBTB47	ENSG00000114853	ZBTB	ENSP00000232974.6;ENSP00000232974.6;ENSP00000504903.1;ENSP00000504903.1;ENSP00000420968.1;	NA	Q9UFB7	ZBT47_HUMAN
Homo_sapiens	ZNF557	ENSG00000130544	zf-C2H2	ENSP00000252840.5;ENSP00000404065.2;	79230	Q8N988	ZN557_HUMAN
Homo_sapiens	ZNF700	ENSG00000196757	zf-C2H2	ENSP00000479449.1;ENSP00000467996.1;ENSP00000254321.4;	90592	Q9H0M5	ZN700_HUMAN
Homo_sapiens	RARA	ENSG00000131759	THR-like	ENSP00000254066.5;ENSP00000377648.3;ENSP00000462514.1;ENSP00000377643.3;ENSP00000389993.3;ENSP00000377649.2;	5914	P10276	RARA_HUMAN
Homo_sapiens	EHF	ENSG00000135373	ETS	ENSP00000399733.2;ENSP00000435837.1;ENSP00000435835.1;ENSP00000257831.3;ENSP00000433508.1;	26298	Q9NZC4	EHF_HUMAN
Homo_sapiens	ZSCAN18	ENSG00000121413	zf-C2H2	ENSP00000392653.1;ENSP00000468934.1;ENSP00000470123.1;ENSP00000412253.2;ENSP00000240727.5;	65982	Q8TBC5	ZSC18_HUMAN
Homo_sapiens	ZNF74	ENSG00000185252	zf-C2H2	ENSP00000385855.1;ENSP00000383301.2;ENSP00000483077.1;	7625	Q16587	ZNF74_HUMAN
Homo_sapiens	PMS1	ENSG00000064933	HMG	ENSP00000406490.3;ENSP00000387169.1;ENSP00000406225.1;ENSP00000387125.3;ENSP00000389938.1;ENSP00000401064.2;ENSP00000398378.3;ENSP00000485312.1;ENSP00000404492.4;	5378	P54277	PMS1_HUMAN
Homo_sapiens	ZNF131	ENSG00000172262	ZBTB	ENSP00000305804.4;ENSP00000305804.4;ENSP00000426504.1;ENSP00000426504.1;ENSP00000423945.1;ENSP00000421246.1;ENSP00000425139.1;ENSP00000424771.1;ENSP00000425722.1;ENSP00000422079.1;ENSP00000507111.1;	7690	P52739	ZN131_HUMAN
Homo_sapiens	SALL1	ENSG00000103449	zf-C2H2	ENSP00000456777.2;ENSP00000510560.1;ENSP00000509873.1;ENSP00000251020.4;ENSP00000407914.2;	6299	Q9NSC2	SALL1_HUMAN
Homo_sapiens	GSX2	ENSG00000180613	Homeobox	ENSP00000319118.2;	NA	Q9BZM3	GSX2_HUMAN
Homo_sapiens	FOXB1	ENSG00000171956	Fork_head	ENSP00000379369.4;	NA	Q99853	FOXB1_HUMAN
Homo_sapiens	ZBTB48	ENSG00000204859	ZBTB	ENSP00000366902.4;ENSP00000366902.4;ENSP00000466390.1;ENSP00000313416.5;ENSP00000416054.1;	3104	P10074	TZAP_HUMAN
Homo_sapiens	FOXD4L1	ENSG00000184492	Fork_head	ENSP00000302756.5;	200350	Q9NU39	FX4L1_HUMAN
Homo_sapiens	ZNF728	ENSG00000269067	zf-C2H2	ENSP00000471593.1;	388523	P0DKX0	ZN728_HUMAN
Homo_sapiens	ZNF367	ENSG00000165244	zf-C2H2	ENSP00000364405.4;	NA	Q7RTV3	ZN367_HUMAN
Homo_sapiens	ZNF181	ENSG00000197841	zf-C2H2	ENSP00000419435.1;ENSP00000420727.1;ENSP00000376065.3;	339318	Q2M3W8	ZN181_HUMAN
Homo_sapiens	BAZ2A	ENSG00000076108	MBD	ENSP00000368754.3;ENSP00000449473.1;ENSP00000447941.1;ENSP00000446880.1;	11176	Q9UIF9	BAZ2A_HUMAN
Homo_sapiens	ZNF71	ENSG00000197951	zf-C2H2	ENSP00000328245.5;ENSP00000471138.2;	58491	Q9NQZ8	ZNF71_HUMAN
Homo_sapiens	OVOL1	ENSG00000172818	zf-C2H2	ENSP00000434220.1;ENSP00000337862.3;	5017	O14753	OVOL1_HUMAN
Homo_sapiens	IRX4	ENSG00000113430	Homeobox	ENSP00000423161.1;ENSP00000424235.1;ENSP00000231357.2;ENSP00000481396.1;ENSP00000482393.1;	50805	P78413	IRX4_HUMAN
Homo_sapiens	REST	ENSG00000084093	zf-C2H2	ENSP00000479151.2;ENSP00000502313.1;ENSP00000484058.1;ENSP00000492006.2;ENSP00000481650.1;ENSP00000492813.1;ENSP00000490969.1;ENSP00000502488.1;ENSP00000311816.7;ENSP00000501649.1;ENSP00000484836.2;	5978	Q13127	REST_HUMAN
Homo_sapiens	ZNF239	ENSG00000196793	zf-C2H2	ENSP00000443907.1;ENSP00000363569.1;ENSP00000398202.1;ENSP00000307774.6;	8187	Q16600	ZN239_HUMAN
Homo_sapiens	RXRA	ENSG00000186350	RXR-like	ENSP00000419692.1;ENSP00000500402.1;	6256	P19793	RXRA_HUMAN
Homo_sapiens	ZBTB24	ENSG00000112365	ZBTB	ENSP00000230122.4;ENSP00000230122.4;	9841	O43167	ZBT24_HUMAN
Homo_sapiens	ZNF629	ENSG00000102870	zf-C2H2	ENSP00000262525.4;	23361	Q9UEG4	ZN629_HUMAN
Homo_sapiens	ZNF443	ENSG00000180855	zf-C2H2	ENSP00000301547.5;	10224	Q9Y2A4	ZN443_HUMAN
Homo_sapiens	LRRFIP1	ENSG00000124831	LRRFIP	ENSP00000375857.4;ENSP00000409431.1;ENSP00000289175.6;ENSP00000310109.9;ENSP00000244815.5;	9208	Q32MZ4	LRRF1_HUMAN
Homo_sapiens	ZNF724	ENSG00000196081	zf-C2H2	ENSP00000413411.2;	440519	A8MTY0	ZN724_HUMAN
Homo_sapiens	ATF4	ENSG00000128272	TF_bZIP	ENSP00000501863.1;ENSP00000379912.1;ENSP00000505360.1;ENSP00000506657.1;ENSP00000384587.2;ENSP00000502400.2;ENSP00000502610.2;ENSP00000501783.2;ENSP00000336790.2;ENSP00000502056.2;	468	P18848	ATF4_HUMAN
Homo_sapiens	ZNF705B	ENSG00000215356	zf-C2H2	ENSP00000382987.3;	100132396	P0CI00	Z705B_HUMAN
Homo_sapiens	E2F4	ENSG00000205250	E2F	ENSP00000458082.1;ENSP00000454477.1;ENSP00000368686.3;ENSP00000457239.1;	NA	Q16254	E2F4_HUMAN
Homo_sapiens	CREM	ENSG00000095794	TF_bZIP	ENSP00000345384.2;ENSP00000417460.1;ENSP00000420681.1;ENSP00000420437.1;ENSP00000409220.2;ENSP00000509489.1;ENSP00000419075.1;ENSP00000337138.4;ENSP00000417327.1;ENSP00000420511.1;ENSP00000341875.3;ENSP00000354593.4;ENSP00000417562.1;ENSP00000265372.5;ENSP00000510546.1;ENSP00000346804.3;ENSP00000344365.5;ENSP00000349387.5;ENSP00000379225.3;ENSP00000363860.3;ENSP00000393538.2;ENSP00000419684.2;ENSP00000419018.1;ENSP00000417807.1;ENSP00000419810.1;ENSP00000363853.3;ENSP00000417165.1;ENSP00000418336.1;ENSP00000363866.3;	1390	Q03060	CREM_HUMAN
Homo_sapiens	PLAGL2	ENSG00000126003	zf-C2H2	ENSP00000246229.4;	5326	Q9UPG8	PLAL2_HUMAN
Homo_sapiens	ZNF486	ENSG00000256229	zf-C2H2	ENSP00000335042.7;	90649	Q96H40	ZN486_HUMAN
Homo_sapiens	PAX4	ENSG00000106331	PAX	ENSP00000477877.1;ENSP00000339906.2;ENSP00000491782.1;ENSP00000368014.4;	5078	O43316	PAX4_HUMAN
Homo_sapiens	TCF24	ENSG00000261787	bHLH	ENSP00000455444.1;	NA	Q7RTU0	TCF24_HUMAN
Homo_sapiens	ZNF497	ENSG00000174586	zf-C2H2	ENSP00000311183.2;ENSP00000402815.2;	162968	Q6ZNH5	ZN497_HUMAN
Homo_sapiens	FOXE1	ENSG00000178919	Fork_head	ENSP00000364265.3;	2304	O00358	FOXE1_HUMAN
Homo_sapiens	HSFX4	ENSG00000283463	HSF	ENSP00000489814.2;	101927685	A0A1B0GTS1	HSFX4_HUMAN
Homo_sapiens	ZNF34	ENSG00000196378	zf-C2H2	ENSP00000434049.1;ENSP00000396894.2;ENSP00000341528.4;	80778	Q8IZ26	ZNF34_HUMAN
Homo_sapiens	ZGLP1	ENSG00000220201	zf-GATA	ENSP00000385403.1;ENSP00000384434.3;	100125288	P0C6A0	ZGLP1_HUMAN
Homo_sapiens	ZNF548	ENSG00000188785	zf-C2H2	ENSP00000337555.6;ENSP00000379482.3;	147694	Q8NEK5	ZN548_HUMAN
Homo_sapiens	ZFP2	ENSG00000198939	zf-C2H2	ENSP00000430980.1;ENSP00000430531.1;ENSP00000354453.2;	NA	Q6ZN57	ZFP2_HUMAN
Homo_sapiens	ZNF888	ENSG00000213793	zf-C2H2	ENSP00000491567.1;	388559	P0CJ79	ZN888_HUMAN
Homo_sapiens	SOX12	ENSG00000177732	HMG	ENSP00000347646.1;	6666	O15370	SOX12_HUMAN
Homo_sapiens	ZNF622	ENSG00000173545	zf-C2H2	ENSP00000310042.2;	NA	Q969S3	ZN622_HUMAN
Homo_sapiens	HOXB8	ENSG00000120068	Homeobox	ENSP00000239144.4;ENSP00000460659.1;ENSP00000460254.1;	3218	P17481	HXB8_HUMAN
Homo_sapiens	TFAP4	ENSG00000090447	bHLH	ENSP00000459390.1;ENSP00000204517.6;	NA	Q01664	TFAP4_HUMAN
Homo_sapiens	ZNF75D	ENSG00000186376	zf-C2H2	ENSP00000359800.1;ENSP00000359802.3;	NA	P51815	ZN75D_HUMAN
Homo_sapiens	ZNF143	ENSG00000166478	zf-C2H2	ENSP00000379847.2;ENSP00000379843.3;ENSP00000432154.1;ENSP00000299606.2;ENSP00000379849.1;	7702	P52747	ZN143_HUMAN
Homo_sapiens	ZNF773	ENSG00000152439	zf-C2H2	ENSP00000282292.3;ENSP00000469416.1;	374928	Q6PK81	ZN773_HUMAN
Homo_sapiens	ZNF850	ENSG00000267041	zf-C2H2	ENSP00000483509.1;ENSP00000464976.1;	342892	A8MQ14	ZN850_HUMAN
Homo_sapiens	ZNF540	ENSG00000171817	zf-C2H2	ENSP00000467118.1;ENSP00000324598.3;ENSP00000343768.5;ENSP00000465503.1;ENSP00000466274.1;	163255	Q8NDQ6	ZN540_HUMAN
Homo_sapiens	LMX1A	ENSG00000162761	Homeobox	ENSP00000356868.4;ENSP00000294816.2;ENSP00000340226.3;	4009	Q8TE12	LMX1A_HUMAN
Homo_sapiens	HSF4	ENSG00000102878	HSF	ENSP00000428161.1;ENSP00000403219.2;ENSP00000428978.1;ENSP00000430299.1;ENSP00000427832.1;ENSP00000430631.1;ENSP00000430947.2;ENSP00000463706.1;	3299	Q9ULV5	HSF4_HUMAN
Homo_sapiens	TCF3	ENSG00000071564	bHLH	ENSP00000466565.2;ENSP00000378813.3;ENSP00000499183.1;ENSP00000480564.2;ENSP00000262965.5;ENSP00000467508.2;ENSP00000465549.1;ENSP00000466952.2;ENSP00000465510.2;ENSP00000468481.1;ENSP00000468487.1;ENSP00000344375.6;ENSP00000396363.3;	6929	P15923	TFE2_HUMAN
Homo_sapiens	E2F6	ENSG00000169016	E2F	ENSP00000370936.3;ENSP00000438864.1;ENSP00000302159.4;ENSP00000446315.1;	1876	O75461	E2F6_HUMAN
Homo_sapiens	ZNF3	ENSG00000166526	zf-C2H2	ENSP00000416088.2;ENSP00000415358.1;ENSP00000299667.4;ENSP00000306372.6;	7551	P17036	ZNF3_HUMAN
Homo_sapiens	ZFPM2	ENSG00000169946	zf-C2H2	ENSP00000428720.1;ENSP00000384179.2;ENSP00000430757.1;	23414	Q8WW38	FOG2_HUMAN
Homo_sapiens	SATB2	ENSG00000119042	CUT	ENSP00000401112.1;ENSP00000260926.5;ENSP00000388764.1;ENSP00000388581.1;ENSP00000483287.1;ENSP00000405420.1;	23314	Q9UPW6	SATB2_HUMAN
Homo_sapiens	FOXG1	ENSG00000176165	Fork_head	ENSP00000339004.3;	2290	P55316	FOXG1_HUMAN
Homo_sapiens	HES6	ENSG00000144485	bHLH	ENSP00000387008.1;ENSP00000387155.3;ENSP00000272937.5;ENSP00000387215.3;	55502	Q96HZ4	HES6_HUMAN
Homo_sapiens	ZSCAN5C	ENSG00000204532	zf-C2H2	ENSP00000435234.1;	NA	A6NGD5	ZSA5C_HUMAN
Homo_sapiens	NA	ENSG00000283321	bHLH	ENSP00000490530.1;	NA	NA	NA
Homo_sapiens	PATZ1	ENSG00000100105	ZBTB	ENSP00000384173.3;ENSP00000384173.3;ENSP00000215919.3;ENSP00000215919.3;ENSP00000337520.4;ENSP00000337520.4;ENSP00000266269.5;ENSP00000266269.5;	23598	Q9HBE1	PATZ1_HUMAN
Homo_sapiens	ZNF75A	ENSG00000162086	zf-C2H2	ENSP00000459566.1;ENSP00000482769.1;ENSP00000499415.1;	7627	Q96N20	ZN75A_HUMAN
Homo_sapiens	MYCL	ENSG00000116990	bHLH	ENSP00000380494.2;ENSP00000361903.2;	4610	P12524	MYCL_HUMAN
Homo_sapiens	ZNF729	ENSG00000196350	zf-C2H2	ENSP00000469582.1;	100287226	A6NN14	ZN729_HUMAN
Homo_sapiens	RCOR3	ENSG00000117625	MYB	ENSP00000398558.2;ENSP00000432779.1;ENSP00000436838.1;ENSP00000355972.4;ENSP00000355973.4;ENSP00000437048.1;ENSP00000413929.2;	55758	Q9P2K3	RCOR3_HUMAN
Homo_sapiens	ELF3	ENSG00000163435	ETS	ENSP00000352673.3;ENSP00000356253.5;ENSP00000356252.3;	1999	P78545	ELF3_HUMAN
Homo_sapiens	ZNF18	ENSG00000154957	zf-C2H2	ENSP00000463471.1;ENSP00000462296.3;ENSP00000462383.1;ENSP00000315664.3;ENSP00000391376.3;	7566	P17022	ZNF18_HUMAN
Homo_sapiens	ZNF786	ENSG00000197362	zf-C2H2	ENSP00000313516.9;ENSP00000417470.1;	136051	Q8N393	ZN786_HUMAN
Homo_sapiens	ZNF614	ENSG00000142556	zf-C2H2	ENSP00000270649.5;	80110	Q8N883	ZN614_HUMAN
Homo_sapiens	TBX10	ENSG00000167800	T-box	ENSP00000335191.3;	347853	O75333	TBX10_HUMAN
Homo_sapiens	ZNF735	ENSG00000223614	zf-C2H2	ENSP00000485547.1;	730291	P0CB33	ZN735_HUMAN
Homo_sapiens	ZNF875	ENSG00000181666	zf-C2H2	ENSP00000438261.1;ENSP00000467562.1;ENSP00000437774.1;ENSP00000466467.1;ENSP00000315505.3;ENSP00000375994.3;	284459	P10072	ZN875_HUMAN
Homo_sapiens	GMEB2	ENSG00000101216	SAND	ENSP00000359094.1;ENSP00000266068.1;ENSP00000359086.1;	26205	Q9UKD1	GMEB2_HUMAN
Homo_sapiens	ZNF561	ENSG00000171469	zf-C2H2	ENSP00000392013.1;ENSP00000303915.3;ENSP00000393074.1;	93134	Q8N587	ZN561_HUMAN
Homo_sapiens	ZNF695	ENSG00000197472	zf-C2H2	ENSP00000341236.7;	57116	Q8IW36	ZN695_HUMAN
Homo_sapiens	GLI4	ENSG00000250571	zf-C2H2	ENSP00000430987.1;ENSP00000345024.1;	NA	P10075	GLI4_HUMAN
Homo_sapiens	HIVEP1	ENSG00000095951	zf-C2H2	ENSP00000368698.2;ENSP00000486543.1;ENSP00000445617.2;	3096	P15822	ZEP1_HUMAN
Homo_sapiens	ZNF658	ENSG00000274349	zf-C2H2	ENSP00000480919.1;ENSP00000482540.1;ENSP00000479295.1;ENSP00000482447.1;	26149	Q5TYW1	ZN658_HUMAN
Homo_sapiens	PIAS4	ENSG00000105229	zf-MIZ	ENSP00000262971.1;	51588	Q8N2W9	PIAS4_HUMAN
Homo_sapiens	TLX1	ENSG00000107807	Homeobox	ENSP00000359215.6;ENSP00000434914.2;	3195	P31314	TLX1_HUMAN
Homo_sapiens	POU3F1	ENSG00000185668	Pou	ENSP00000362103.2;	5453	Q03052	PO3F1_HUMAN
Homo_sapiens	SP110	ENSG00000135899	SAND	ENSP00000439558.1;ENSP00000258381.6;ENSP00000351488.4;ENSP00000375902.3;ENSP00000258382.5;	3431	Q9HB58	SP110_HUMAN
Homo_sapiens	NR3C2	ENSG00000151623	ESR-like	ENSP00000350815.3;ENSP00000341390.4;ENSP00000421481.1;ENSP00000423510.1;ENSP00000486719.1;ENSP00000343907.4;	4306	P08235	MCR_HUMAN
Homo_sapiens	HMGB1	ENSG00000189403	HMG	ENSP00000382417.1;ENSP00000369904.1;ENSP00000343040.4;ENSP00000345347.5;ENSP00000382412.1;ENSP00000384678.1;	3146	P09429	HMGB1_HUMAN
Homo_sapiens	ZNF345	ENSG00000251247	zf-C2H2	ENSP00000466374.1;ENSP00000465431.1;ENSP00000431216.1;ENSP00000482400.1;ENSP00000477522.1;ENSP00000431202.1;ENSP00000465851.1;ENSP00000331120.4;	25850	Q14585	ZN345_HUMAN
Homo_sapiens	PAX2	ENSG00000075891	PAX	ENSP00000452489.2;ENSP00000355069.4;ENSP00000398652.2;ENSP00000347385.3;ENSP00000396259.1;ENSP00000506041.1;ENSP00000359319.3;	5076	Q02962	PAX2_HUMAN
Homo_sapiens	ASCL2	ENSG00000183734	bHLH	ENSP00000332293.4;	430	Q99929	ASCL2_HUMAN
Homo_sapiens	ZNF14	ENSG00000105708	zf-C2H2	ENSP00000340514.2;	7561	P17017	ZNF14_HUMAN
Homo_sapiens	TOX	ENSG00000198846	HMG	ENSP00000354842.1;	9760	O94900	TOX_HUMAN
Homo_sapiens	ZKSCAN3	ENSG00000189298	zf-C2H2	ENSP00000341883.5;ENSP00000252211.2;ENSP00000366465.1;	80317	Q9BRR0	ZKSC3_HUMAN
Homo_sapiens	ZNF628	ENSG00000197483	zf-C2H2	ENSP00000465905.1;ENSP00000469591.1;ENSP00000375598.3;	89887	Q5EBL2	ZN628_HUMAN
Homo_sapiens	ZNF491	ENSG00000177599	zf-C2H2	ENSP00000392176.1;ENSP00000313443.5;	126069	Q8N8L2	ZN491_HUMAN
Homo_sapiens	TWIST1	ENSG00000122691	bHLH	ENSP00000242261.5;ENSP00000416986.1;ENSP00000346582.5;	7291	Q15672	TWST1_HUMAN
Homo_sapiens	ZIC3	ENSG00000156925	zf-C2H2	ENSP00000287538.5;ENSP00000359638.3;	7547	O60481	ZIC3_HUMAN
Homo_sapiens	ZNF462	ENSG00000148143	zf-C2H2	ENSP00000405837.1;	NA	Q96JM2	ZN462_HUMAN
Homo_sapiens	STAT6	ENSG00000166888	STAT	ENSP00000491116.2;ENSP00000300134.3;ENSP00000438451.2;ENSP00000451546.2;ENSP00000498693.1;ENSP00000451742.1;ENSP00000444530.2;ENSP00000401486.3;ENSP00000445409.2;	6778	P42226	STAT6_HUMAN
Homo_sapiens	CDX1	ENSG00000113722	Homeobox	ENSP00000231656.7;	1044	P47902	CDX1_HUMAN
Homo_sapiens	HMGB1P1	ENSG00000124097	HMG	ENSP00000508468.1;	NA	B2RPK0	HGB1A_HUMAN
Homo_sapiens	DUXB	ENSG00000282757	Homeobox	ENSP00000491301.1;	100033411	A0A1W2PPF3	DUXB_HUMAN
Homo_sapiens	OTX2	ENSG00000165588	TF_Otx	ENSP00000386185.3;ENSP00000500744.1;ENSP00000508798.1;ENSP00000452336.1;ENSP00000343819.5;ENSP00000500595.1;ENSP00000500115.1;ENSP00000451357.2;ENSP00000500061.1;ENSP00000451272.2;	5015	P32243	OTX2_HUMAN
Homo_sapiens	NANOGP8	ENSG00000255192	Homeobox	ENSP00000487073.2;ENSP00000487045.1;	388112	Q6NSW7	NANP8_HUMAN
Homo_sapiens	ZNF521	ENSG00000198795	zf-C2H2	ENSP00000463000.1;ENSP00000440768.2;ENSP00000464415.1;ENSP00000382352.2;ENSP00000354794.3;ENSP00000462724.1;ENSP00000463748.1;	25925	Q96K83	ZN521_HUMAN
Homo_sapiens	ZNF91	ENSG00000167232	zf-C2H2	ENSP00000471709.1;ENSP00000380272.2;ENSP00000300619.6;	7644	Q05481	ZNF91_HUMAN
Homo_sapiens	ZNF619	ENSG00000177873	zf-C2H2	ENSP00000398024.3;ENSP00000388710.2;ENSP00000428004.1;ENSP00000430705.1;ENSP00000411132.2;ENSP00000397232.1;ENSP00000322529.5;	285267	Q8N2I2	ZN619_HUMAN
Homo_sapiens	ZNF396	ENSG00000186496	zf-C2H2	ENSP00000302310.1;ENSP00000466500.1;	252884	Q96N95	ZN396_HUMAN
Homo_sapiens	JUND	ENSG00000130522	TF_bZIP	ENSP00000252818.3;ENSP00000475153.2;	3727	P17535	JUND_HUMAN
Homo_sapiens	TGIF1	ENSG00000177426	Homeobox	ENSP00000449287.1;ENSP00000343969.5;ENSP00000449973.1;ENSP00000449531.1;ENSP00000339631.6;ENSP00000483499.1;ENSP00000384133.2;ENSP00000327959.6;ENSP00000448934.1;ENSP00000446944.1;ENSP00000383031.2;ENSP00000449722.1;ENSP00000449580.1;ENSP00000384970.2;ENSP00000385206.1;ENSP00000450025.1;ENSP00000448121.1;ENSP00000446838.1;ENSP00000447747.2;ENSP00000449501.1;	7050	Q15583	TGIF1_HUMAN
Homo_sapiens	ZNF785	ENSG00000197162	zf-C2H2	ENSP00000378642.2;ENSP00000456097.1;ENSP00000420340.1;	146540	A8K8V0	ZN785_HUMAN
Homo_sapiens	NR2E3	ENSG00000278570	RXR-like	ENSP00000482504.1;ENSP00000479962.1;ENSP00000479254.1;	10002	Q9Y5X4	NR2E3_HUMAN
Homo_sapiens	FOXO4	ENSG00000184481	Fork_head	ENSP00000342209.3;ENSP00000363377.3;	4303	P98177	FOXO4_HUMAN
Homo_sapiens	TFEC	ENSG00000105967	bHLH	ENSP00000377125.1;ENSP00000265440.7;ENSP00000417432.1;ENSP00000318676.7;ENSP00000387650.1;	22797	O14948	TFEC_HUMAN
Homo_sapiens	ZNF425	ENSG00000204947	zf-C2H2	ENSP00000367300.2;	155054	Q6IV72	ZN425_HUMAN
Homo_sapiens	HOXC5	ENSG00000172789	Homeobox	ENSP00000309336.2;	3222	Q00444	HXC5_HUMAN
Homo_sapiens	ID3	ENSG00000117318	bHLH	ENSP00000363689.5;	3399	Q02535	ID3_HUMAN
Homo_sapiens	LITAF	ENSG00000189067	zf-LITAF-like	ENSP00000340118.5;ENSP00000459138.1;ENSP00000458871.1;ENSP00000458981.1;ENSP00000459533.1;ENSP00000461667.1;ENSP00000461813.1;ENSP00000483114.1;ENSP00000458836.1;ENSP00000397958.2;ENSP00000460743.1;ENSP00000460133.1;	9516	Q99732	LITAF_HUMAN
Homo_sapiens	RORB	ENSG00000198963	THR-like	ENSP00000366093.2;ENSP00000379507.2;	6096	Q92753	RORB_HUMAN
Homo_sapiens	ZNF77	ENSG00000175691	zf-C2H2	ENSP00000319053.3;	58492	Q15935	ZNF77_HUMAN
Homo_sapiens	ZNF283	ENSG00000167637	zf-C2H2	ENSP00000484852.1;ENSP00000498705.1;ENSP00000327314.7;	284349	Q8N7M2	ZN283_HUMAN
Homo_sapiens	PBRM1	ENSG00000163939	HMG	ENSP00000338302.4;ENSP00000296302.7;ENSP00000386643.3;ENSP00000378307.3;ENSP00000386601.1;ENSP00000386529.1;ENSP00000387775.1;ENSP00000386593.1;ENSP00000349213.4;	55193	Q86U86	PB1_HUMAN
Homo_sapiens	ARID1B	ENSG00000049618	ARID	ENSP00000489636.1;ENSP00000344546.5;ENSP00000490385.1;ENSP00000489729.1;ENSP00000490550.1;ENSP00000498155.1;ENSP00000490491.2;ENSP00000313006.7;ENSP00000490948.1;ENSP00000412835.2;ENSP00000383596.3;ENSP00000055163.7;	57492	Q8NFD5	ARI1B_HUMAN
Homo_sapiens	NKX2-6	ENSG00000180053	Homeobox	ENSP00000320089.3;	137814	A6NCS4	NKX26_HUMAN
Homo_sapiens	FOXH1	ENSG00000160973	Fork_head	ENSP00000366534.4;	8928	O75593	FOXH1_HUMAN
Homo_sapiens	FOXS1	ENSG00000179772	Fork_head	ENSP00000365145.3;	2307	O43638	FOXS1_HUMAN
Homo_sapiens	FOXN3	ENSG00000053254	Fork_head	ENSP00000451024.1;ENSP00000452227.1;ENSP00000479114.1;ENSP00000343288.4;ENSP00000450833.1;ENSP00000451135.1;ENSP00000452005.1;ENSP00000261302.5;ENSP00000450684.1;ENSP00000451437.1;	1112	O00409	FOXN3_HUMAN
Homo_sapiens	ZNF419	ENSG00000105136	zf-C2H2	ENSP00000414709.2;ENSP00000392129.2;ENSP00000388864.1;ENSP00000390916.1;ENSP00000299860.9;ENSP00000221735.7;	79744	Q96HQ0	ZN419_HUMAN
Homo_sapiens	ZNF311	ENSG00000197935	zf-C2H2	ENSP00000366384.3;	282890	Q5JNZ3	ZN311_HUMAN
Homo_sapiens	ZBTB17	ENSG00000116809	ZBTB	ENSP00000408483.1;ENSP00000438529.1;ENSP00000364895.4;ENSP00000364895.4;ENSP00000364885.2;ENSP00000364885.2;ENSP00000400827.1;	7709	Q13105	ZBT17_HUMAN
Homo_sapiens	UBTF	ENSG00000108312	HMG	ENSP00000432925.1;ENSP00000431539.1;ENSP00000345297.5;ENSP00000390669.1;ENSP00000433046.1;ENSP00000435708.1;ENSP00000437180.1;ENSP00000377231.3;ENSP00000302640.4;ENSP00000431295.1;	7343	P17480	UBF1_HUMAN
Homo_sapiens	ZNF2	ENSG00000275111	zf-C2H2	ENSP00000483131.1;ENSP00000482030.1;ENSP00000477960.1;ENSP00000480057.1;ENSP00000480297.1;	7549	Q9BSG1	ZNF2_HUMAN
Homo_sapiens	ZNF383	ENSG00000188283	zf-C2H2	ENSP00000507972.1;ENSP00000466101.1;ENSP00000464871.1;ENSP00000340132.2;	163087	Q8NA42	ZN383_HUMAN
Homo_sapiens	ZNF449	ENSG00000173275	zf-C2H2	ENSP00000339585.4;	203523	Q6P9G9	ZN449_HUMAN
Homo_sapiens	DDIT3	ENSG00000175197	TF_bZIP	ENSP00000494844.1;ENSP00000340671.3;ENSP00000448665.1;ENSP00000447803.1;ENSP00000447188.1;	1649	P35638	DDIT3_HUMAN
Homo_sapiens	HLX	ENSG00000136630	Homeobox	ENSP00000355870.5;ENSP00000408248.1;	NA	Q14774	HLX_HUMAN
Homo_sapiens	ZNF516	ENSG00000101493	zf-C2H2	ENSP00000394757.2;ENSP00000478712.1;ENSP00000446211.1;	9658	Q92618	ZN516_HUMAN
Homo_sapiens	ZNF423	ENSG00000102935	zf-C2H2	ENSP00000455061.1;ENSP00000455426.1;ENSP00000457928.1;ENSP00000457664.1;ENSP00000442321.1;ENSP00000455588.3;	23090	Q2M1K9	ZN423_HUMAN
Homo_sapiens	ZNF7	ENSG00000147789	zf-C2H2	ENSP00000439424.1;ENSP00000433630.2;ENSP00000393260.2;ENSP00000432641.2;ENSP00000433656.2;ENSP00000432724.1;	7553	P17097	ZNF7_HUMAN
Homo_sapiens	ARID3C	ENSG00000205143	ARID	ENSP00000510553.1;ENSP00000368189.2;	NA	A6NKF2	ARI3C_HUMAN
Homo_sapiens	NFIC	ENSG00000141905	CTF_NFI	ENSP00000465177.1;ENSP00000466647.1;ENSP00000465655.1;ENSP00000396843.2;ENSP00000378543.2;ENSP00000492983.1;ENSP00000342194.2;	4782	P08651	NFIC_HUMAN
